,target,text,num_characters,num_words,num_sentences,transformed_text,word_tokenize,pos,verbs,adjectives,nouns
2527,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",146,30,3,guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h,"['guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h']","[('guarante', 'NN'), ('latest', 'JJS'), ('nokia', 'NN'), ('phone', 'NN'), ('40gb', 'CD'), ('ipod', 'NN'), ('mp3', 'NN'), ('player', 'NN'), ('prize', 'VB'), ('txt', 'JJ'), ('word', 'NN'), ('collect', 'NN'), ('83355', 'CD'), ('ibhltd', 'NN'), ('ldnw15h', 'NN')]",['prize'],"['latest', 'txt']","['guarante', 'nokia', 'phone', 'ipod', 'mp3', 'player', 'word', 'collect', 'ibhltd', 'ldnw15h']"
2528,ham,"They can try! They can get lost, in fact. Tee hee",49,14,3,tri get lost fact tee hee,"['tri', 'get', 'lost', 'fact', 'tee', 'hee']","[('tri', 'NN'), ('get', 'NN'), ('lost', 'VBN'), ('fact', 'NN'), ('tee', 'NN'), ('hee', 'NN')]",['lost'],[],"['tri', 'get', 'fact', 'tee', 'hee']"
2529,ham,My friends use to call the same.,32,8,1,friend use call,"['friend', 'use', 'call']","[('friend', 'NN'), ('use', 'NN'), ('call', 'NN')]",[],[],"['friend', 'use', 'call']"
2530,ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",107,22,2,em olowoyey great time argentina sad secretari everyth bless,"['em', 'olowoyey', 'great', 'time', 'argentina', 'sad', 'secretari', 'everyth', 'bless']","[('em', 'JJ'), ('olowoyey', 'RB'), ('great', 'JJ'), ('time', 'NN'), ('argentina', 'JJ'), ('sad', 'JJ'), ('secretari', 'NN'), ('everyth', 'NN'), ('bless', 'NN')]",[],"['em', 'great', 'argentina', 'sad']","['time', 'secretari', 'everyth', 'bless']"
2531,ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,13,2,taxt massag argh ok lool,"['taxt', 'massag', 'argh', 'ok', 'lool']","[('taxt', 'NN'), ('massag', 'NN'), ('argh', 'VBD'), ('ok', 'JJ'), ('lool', 'NN')]",['argh'],['ok'],"['taxt', 'massag', 'lool']"
2532,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,29,3,hi pleas get lt gt dollar loan pay back mid februari pl,"['hi', 'pleas', 'get', 'lt', 'gt', 'dollar', 'loan', 'pay', 'back', 'mid', 'februari', 'pl']","[('hi', 'NN'), ('pleas', 'NNS'), ('get', 'VBP'), ('lt', 'JJ'), ('gt', 'NNS'), ('dollar', 'NN'), ('loan', 'NN'), ('pay', 'NN'), ('back', 'RB'), ('mid', 'JJ'), ('februari', 'NN'), ('pl', 'NN')]",['get'],"['lt', 'mid']","['hi', 'pleas', 'gt', 'dollar', 'loan', 'pay', 'februari', 'pl']"
2533,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157,34,1,might want pull case plan spend much confid derek taylor money manag,"['might', 'want', 'pull', 'case', 'plan', 'spend', 'much', 'confid', 'derek', 'taylor', 'money', 'manag']","[('might', 'MD'), ('want', 'VB'), ('pull', 'JJ'), ('case', 'NN'), ('plan', 'NN'), ('spend', 'VBP'), ('much', 'JJ'), ('confid', 'NN'), ('derek', 'NN'), ('taylor', 'NN'), ('money', 'NN'), ('manag', 'NN')]","['want', 'spend']","['pull', 'much']","['case', 'plan', 'confid', 'derek', 'taylor', 'money', 'manag']"
2534,ham,Do you like shaking your booty on the dance floor?,50,11,1,like shake booti danc floor,"['like', 'shake', 'booti', 'danc', 'floor']","[('like', 'IN'), ('shake', 'NN'), ('booti', 'NN'), ('danc', 'NN'), ('floor', 'NN')]",[],[],"['shake', 'booti', 'danc', 'floor']"
2535,ham,"Text me when you get off, don't call, my phones having problems",63,15,1,text get call phone problem,"['text', 'get', 'call', 'phone', 'problem']","[('text', 'NN'), ('get', 'VB'), ('call', 'JJ'), ('phone', 'NN'), ('problem', 'NN')]",['get'],['call'],"['text', 'phone', 'problem']"
2536,ham,No need for the drug anymore.,29,7,1,need drug anymor,"['need', 'drug', 'anymor']","[('need', 'JJ'), ('drug', 'NN'), ('anymor', 'NN')]",[],['need'],"['drug', 'anymor']"
2537,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87,23,1,sorri da thought call lot time lil call noon,"['sorri', 'da', 'thought', 'call', 'lot', 'time', 'lil', 'call', 'noon']","[('sorri', 'NN'), ('da', 'NN'), ('thought', 'VBD'), ('call', 'NN'), ('lot', 'NN'), ('time', 'NN'), ('lil', 'VBZ'), ('call', 'JJ'), ('noon', 'NN')]","['thought', 'lil']",['call'],"['sorri', 'da', 'call', 'lot', 'time', 'noon']"
2538,ham,Its sarcasm.. .nt scarcasim,27,5,1,sarcasm scarcasim,"['sarcasm', 'scarcasim']","[('sarcasm', 'NN'), ('scarcasim', 'NN')]",[],[],"['sarcasm', 'scarcasim']"
2539,ham,Great! I have to run now so ttyl!,33,10,2,great run ttyl,"['great', 'run', 'ttyl']","[('great', 'JJ'), ('run', 'NN'), ('ttyl', 'NN')]",[],['great'],"['run', 'ttyl']"
2540,ham,Feel like trying kadeem again? :V,33,8,2,feel like tri kadeem v,"['feel', 'like', 'tri', 'kadeem', 'v']","[('feel', 'NN'), ('like', 'IN'), ('tri', 'NN'), ('kadeem', 'VBP'), ('v', 'NN')]",['kadeem'],[],"['feel', 'tri', 'v']"
2541,ham,Dai  &lt;#&gt;  naal eruku.,27,11,1,dai lt gt naal eruku,"['dai', 'lt', 'gt', 'naal', 'eruku']","[('dai', 'NN'), ('lt', 'NN'), ('gt', 'NN'), ('naal', 'NN'), ('eruku', 'NN')]",[],[],"['dai', 'lt', 'gt', 'naal', 'eruku']"
2542,ham,Not yet chikku..wat abt u?,26,8,1,yet chikku wat abt u,"['yet', 'chikku', 'wat', 'abt', 'u']","[('yet', 'RB'), ('chikku', 'JJ'), ('wat', 'NN'), ('abt', 'NN'), ('u', 'NN')]",[],['chikku'],"['wat', 'abt', 'u']"
2543,ham,Want to finally have lunch today?,33,7,1,want final lunch today,"['want', 'final', 'lunch', 'today']","[('want', 'JJ'), ('final', 'JJ'), ('lunch', 'NN'), ('today', 'NN')]",[],"['want', 'final']","['lunch', 'today']"
2544,ham,Do you know when dad will be back?,34,9,1,know dad back,"['know', 'dad', 'back']","[('know', 'VB'), ('dad', 'NN'), ('back', 'RB')]",['know'],[],['dad']
2545,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130,32,2,hello darl today would love chat dont tell look like sexi,"['hello', 'darl', 'today', 'would', 'love', 'chat', 'dont', 'tell', 'look', 'like', 'sexi']","[('hello', 'NN'), ('darl', 'NN'), ('today', 'NN'), ('would', 'MD'), ('love', 'VB'), ('chat', 'RB'), ('dont', 'JJ'), ('tell', 'VBP'), ('look', 'VBP'), ('like', 'IN'), ('sexi', 'NN')]","['love', 'tell', 'look']",['dont'],"['hello', 'darl', 'today', 'sexi']"
2546,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,165,33,2,8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w4 5wq norm,"['8007', 'free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'pobox', '36504', 'w4', '5wq', 'norm']","[('8007', 'CD'), ('free', 'JJ'), ('1st', 'CD'), ('week', 'NN'), ('no1', 'RB'), ('nokia', 'RB'), ('tone', 'JJ'), ('4', 'CD'), ('ur', 'JJ'), ('mob', 'NN'), ('everi', 'NN'), ('week', 'NN'), ('txt', 'NN'), ('nokia', 'NN'), ('8007', 'CD'), ('get', 'NN'), ('txting', 'VBG'), ('tell', 'NN'), ('ur', 'JJ'), ('mate', 'NN'), ('pobox', 'NN'), ('36504', 'CD'), ('w4', 'NN'), ('5wq', 'CD'), ('norm', 'NN')]",['txting'],"['free', 'tone', 'ur', 'ur']","['week', 'mob', 'everi', 'week', 'txt', 'nokia', 'get', 'tell', 'mate', 'pobox', 'w4', 'norm']"
2547,ham,He remains a bro amongst bros,29,6,1,remain bro amongst bro,"['remain', 'bro', 'amongst', 'bro']","[('remain', 'NN'), ('bro', 'JJ'), ('amongst', 'NN'), ('bro', 'NN')]",[],['bro'],"['remain', 'amongst', 'bro']"
2548,ham,R u meeting da ge at nite tmr?,30,9,1,r u meet da ge nite tmr,"['r', 'u', 'meet', 'da', 'ge', 'nite', 'tmr']","[('r', 'NN'), ('u', 'JJ'), ('meet', 'NN'), ('da', 'NN'), ('ge', 'NN'), ('nite', 'JJ'), ('tmr', 'NN')]",[],"['u', 'nite']","['r', 'meet', 'da', 'ge', 'tmr']"
2549,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",140,37,3,nice day impress sensibl went home earli feel fine bore ca rememb,"['nice', 'day', 'impress', 'sensibl', 'went', 'home', 'earli', 'feel', 'fine', 'bore', 'ca', 'rememb']","[('nice', 'JJ'), ('day', 'NN'), ('impress', 'VB'), ('sensibl', 'JJ'), ('went', 'VBD'), ('home', 'NN'), ('earli', 'NN'), ('feel', 'VBP'), ('fine', 'JJ'), ('bore', 'NN'), ('ca', 'MD'), ('rememb', 'VB')]","['impress', 'went', 'feel', 'rememb']","['nice', 'sensibl', 'fine']","['day', 'home', 'earli', 'bore']"
2550,ham,Why de. You looking good only:-)..,34,11,2,de look good,"['de', 'look', 'good']","[('de', 'IN'), ('look', 'FW'), ('good', 'JJ')]",[],['good'],[]
2551,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp �1.50/msg,162,36,7,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp,"['wan', 'na', 'get', 'laid', '2nite', 'want', 'real', 'dog', 'locat', 'sent', 'direct', 'ur', 'mobil', 'join', 'uk', 'largest', 'dog', 'network', 'txt', 'park', '69696', 'nyt', 'ec2a', '3lp']","[('wan', 'NN'), ('na', 'TO'), ('get', 'VB'), ('laid', 'JJ'), ('2nite', 'CD'), ('want', 'JJ'), ('real', 'JJ'), ('dog', 'NN'), ('locat', 'NN'), ('sent', 'VBD'), ('direct', 'JJ'), ('ur', 'JJ'), ('mobil', 'NN'), ('join', 'NN'), ('uk', 'RB'), ('largest', 'JJS'), ('dog', 'NN'), ('network', 'NN'), ('txt', 'NN'), ('park', 'NN'), ('69696', 'CD'), ('nyt', 'JJ'), ('ec2a', 'NN'), ('3lp', 'CD')]","['get', 'sent']","['laid', 'want', 'real', 'direct', 'ur', 'largest', 'nyt']","['wan', 'dog', 'locat', 'mobil', 'join', 'dog', 'network', 'txt', 'park', 'ec2a']"
2552,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,25,1,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri,"['tri', 'contact', 'respons', 'offer', 'new', 'nokia', 'fone', 'camcord', 'hit', 'repli', 'call', '08000930705', 'deliveri']","[('tri', 'NN'), ('contact', 'NN'), ('respons', 'NNS'), ('offer', 'VBP'), ('new', 'JJ'), ('nokia', 'JJ'), ('fone', 'NN'), ('camcord', 'NN'), ('hit', 'VBD'), ('repli', 'JJ'), ('call', 'NN'), ('08000930705', 'CD'), ('deliveri', 'NN')]","['offer', 'hit']","['new', 'nokia', 'repli']","['tri', 'contact', 'respons', 'fone', 'camcord', 'call', 'deliveri']"
2553,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,117,26,4,ye repli mail go manag offic later plu bank later wednesday,"['ye', 'repli', 'mail', 'go', 'manag', 'offic', 'later', 'plu', 'bank', 'later', 'wednesday']","[('ye', 'NN'), ('repli', 'NN'), ('mail', 'NN'), ('go', 'VBP'), ('manag', 'NN'), ('offic', 'NN'), ('later', 'RB'), ('plu', 'RB'), ('bank', 'NN'), ('later', 'RBR'), ('wednesday', 'NN')]",['go'],[],"['ye', 'repli', 'mail', 'manag', 'offic', 'bank', 'wednesday']"
2554,ham,"That's cool, I'll come by like  &lt;#&gt; ish",45,17,1,cool come like lt gt ish,"['cool', 'come', 'like', 'lt', 'gt', 'ish']","[('cool', 'JJ'), ('come', 'VBP'), ('like', 'IN'), ('lt', 'NN'), ('gt', 'NN'), ('ish', 'NN')]",['come'],['cool'],"['lt', 'gt', 'ish']"
2555,ham,Super msg da:)nalla timing.,27,8,1,super msg da nalla time,"['super', 'msg', 'da', 'nalla', 'time']","[('super', 'JJ'), ('msg', 'NN'), ('da', 'NN'), ('nalla', 'NN'), ('time', 'NN')]",[],['super'],"['msg', 'da', 'nalla', 'time']"
2556,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,36,5,good afternoon boytoy feel today better hope good boy obedi slave pleas queen,"['good', 'afternoon', 'boytoy', 'feel', 'today', 'better', 'hope', 'good', 'boy', 'obedi', 'slave', 'pleas', 'queen']","[('good', 'JJ'), ('afternoon', 'NN'), ('boytoy', 'NN'), ('feel', 'NN'), ('today', 'NN'), ('better', 'RBR'), ('hope', 'NN'), ('good', 'JJ'), ('boy', 'NN'), ('obedi', 'NNS'), ('slave', 'VBP'), ('pleas', 'NNS'), ('queen', 'VBP')]","['slave', 'queen']","['good', 'good']","['afternoon', 'boytoy', 'feel', 'today', 'hope', 'boy', 'obedi', 'pleas']"
2557,ham,I am 6 ft. We will be a good combination!,41,11,1,6 good combin,"['6', 'good', 'combin']","[('6', 'CD'), ('good', 'JJ'), ('combin', 'NN')]",[],['good'],['combin']
2558,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136,46,7,sick needi want pout stomp feet pout stomp feet want slave want,"['sick', 'needi', 'want', 'pout', 'stomp', 'feet', 'pout', 'stomp', 'feet', 'want', 'slave', 'want']","[('sick', 'JJ'), ('needi', 'NN'), ('want', 'VBP'), ('pout', 'IN'), ('stomp', 'JJ'), ('feet', 'NNS'), ('pout', 'IN'), ('stomp', 'JJ'), ('feet', 'NNS'), ('want', 'VBP'), ('slave', 'NN'), ('want', 'NN')]","['want', 'want']","['sick', 'stomp', 'stomp']","['needi', 'feet', 'feet', 'slave', 'want']"
2559,ham,* Am on a train back from northampton so i'm afraid not!,56,14,1,train back northampton afraid,"['train', 'back', 'northampton', 'afraid']","[('train', 'NN'), ('back', 'RB'), ('northampton', 'NN'), ('afraid', 'NN')]",[],[],"['train', 'northampton', 'afraid']"
2560,ham,Where in abj are you serving. Are you staying with dad or alone.,64,15,2,abj serv stay dad alon,"['abj', 'serv', 'stay', 'dad', 'alon']","[('abj', 'NN'), ('serv', 'NN'), ('stay', 'NN'), ('dad', 'IN'), ('alon', 'NN')]",[],[],"['abj', 'serv', 'stay', 'alon']"
2561,ham,Was playng 9 doors game and gt racing on phone lol,50,11,1,playng 9 door game gt race phone lol,"['playng', '9', 'door', 'game', 'gt', 'race', 'phone', 'lol']","[('playng', 'RB'), ('9', 'CD'), ('door', 'JJ'), ('game', 'NN'), ('gt', 'NN'), ('race', 'NN'), ('phone', 'NN'), ('lol', 'NN')]",[],['door'],"['game', 'gt', 'race', 'phone', 'lol']"
2562,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136,29,1,new tone week includ 1 ab 2 sara 3 order follow instruct next messag,"['new', 'tone', 'week', 'includ', '1', 'ab', '2', 'sara', '3', 'order', 'follow', 'instruct', 'next', 'messag']","[('new', 'JJ'), ('tone', 'NN'), ('week', 'NN'), ('includ', 'VBP'), ('1', 'CD'), ('ab', 'JJ'), ('2', 'CD'), ('sara', 'NN'), ('3', 'CD'), ('order', 'NN'), ('follow', 'JJ'), ('instruct', 'NN'), ('next', 'IN'), ('messag', 'NN')]",['includ'],"['new', 'ab', 'follow']","['tone', 'week', 'sara', 'order', 'instruct', 'messag']"
2563,ham,I'm on da bus going home...,27,8,1,da bu go home,"['da', 'bu', 'go', 'home']","[('da', 'NN'), ('bu', 'NN'), ('go', 'VBP'), ('home', 'NN')]",['go'],[],"['da', 'bu', 'home']"
2564,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,106,28,7,got call landlin number ask come anna nagar go afternoon,"['got', 'call', 'landlin', 'number', 'ask', 'come', 'anna', 'nagar', 'go', 'afternoon']","[('got', 'VBD'), ('call', 'JJ'), ('landlin', 'NN'), ('number', 'NN'), ('ask', 'VB'), ('come', 'JJ'), ('anna', 'NN'), ('nagar', 'NN'), ('go', 'VBP'), ('afternoon', 'NN')]","['got', 'ask', 'go']","['call', 'come']","['landlin', 'number', 'anna', 'nagar', 'afternoon']"
2565,ham,I'm okay. Chasing the dream. What's good. What are you doing next.,66,18,4,okay chase dream good next,"['okay', 'chase', 'dream', 'good', 'next']","[('okay', 'JJ'), ('chase', 'NN'), ('dream', 'NN'), ('good', 'JJ'), ('next', 'JJ')]",[],"['okay', 'good', 'next']","['chase', 'dream']"
2566,ham,Yupz... I've oredi booked slots 4 my weekends liao... ,54,12,2,yupz oredi book slot 4 weekend liao,"['yupz', 'oredi', 'book', 'slot', '4', 'weekend', 'liao']","[('yupz', 'NN'), ('oredi', 'PRP'), ('book', 'NN'), ('slot', 'NN'), ('4', 'CD'), ('weekend', 'NN'), ('liao', 'NN')]",[],[],"['yupz', 'book', 'slot', 'weekend', 'liao']"
2567,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,157,32,5,urgent tri contact today draw show prize guarante call 09050003091 land line claim c52 valid 12hr,"['urgent', 'tri', 'contact', 'today', 'draw', 'show', 'prize', 'guarante', 'call', '09050003091', 'land', 'line', 'claim', 'c52', 'valid', '12hr']","[('urgent', 'JJ'), ('tri', 'NN'), ('contact', 'NN'), ('today', 'NN'), ('draw', 'VB'), ('show', 'NN'), ('prize', 'VB'), ('guarante', 'NN'), ('call', 'NN'), ('09050003091', 'CD'), ('land', 'NN'), ('line', 'NN'), ('claim', 'NN'), ('c52', 'NN'), ('valid', 'VBD'), ('12hr', 'CD')]","['draw', 'prize', 'valid']",['urgent'],"['tri', 'contact', 'today', 'show', 'guarante', 'call', 'land', 'line', 'claim', 'c52']"
2568,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,88,26,1,r mani model soni ericson also der lt gt luk good bt forgot modl,"['r', 'mani', 'model', 'soni', 'ericson', 'also', 'der', 'lt', 'gt', 'luk', 'good', 'bt', 'forgot', 'modl']","[('r', 'NN'), ('mani', 'NN'), ('model', 'NN'), ('soni', 'NN'), ('ericson', 'NN'), ('also', 'RB'), ('der', 'VBZ'), ('lt', 'JJ'), ('gt', 'NN'), ('luk', 'NN'), ('good', 'JJ'), ('bt', 'NN'), ('forgot', 'VBD'), ('modl', 'NNS')]","['der', 'forgot']","['lt', 'good']","['r', 'mani', 'model', 'soni', 'ericson', 'gt', 'luk', 'bt', 'modl']"
2569,ham,Yes I know the cheesy songs from frosty the snowman :),54,12,1,ye know cheesi song frosti snowman,"['ye', 'know', 'cheesi', 'song', 'frosti', 'snowman']","[('ye', 'NN'), ('know', 'VBP'), ('cheesi', 'NN'), ('song', 'NN'), ('frosti', 'NN'), ('snowman', 'NN')]",['know'],[],"['ye', 'cheesi', 'song', 'frosti', 'snowman']"
2570,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56,20,1,ya ok vikki vl c witin lt gt min il repli u,"['ya', 'ok', 'vikki', 'vl', 'c', 'witin', 'lt', 'gt', 'min', 'il', 'repli', 'u']","[('ya', 'RB'), ('ok', 'JJ'), ('vikki', 'NN'), ('vl', 'NN'), ('c', 'NN'), ('witin', 'NN'), ('lt', 'JJ'), ('gt', 'NN'), ('min', 'NN'), ('il', 'NN'), ('repli', 'NN'), ('u', 'NN')]",[],"['ok', 'lt']","['vikki', 'vl', 'c', 'witin', 'gt', 'min', 'il', 'repli', 'u']"
2571,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153,29,1,sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 norm,"['sport', 'fan', 'get', 'latest', 'sport', 'news', 'str', '2', 'ur', 'mobil', '1', 'wk', 'free', 'plu', 'free', 'tone', 'txt', 'sport', '8007', 'norm']","[('sport', 'NN'), ('fan', 'NN'), ('get', 'VB'), ('latest', 'JJS'), ('sport', 'NN'), ('news', 'NN'), ('str', 'VBD'), ('2', 'CD'), ('ur', 'JJ'), ('mobil', 'NN'), ('1', 'CD'), ('wk', 'JJ'), ('free', 'JJ'), ('plu', 'NN'), ('free', 'JJ'), ('tone', 'NN'), ('txt', 'NN'), ('sport', 'NN'), ('8007', 'CD'), ('norm', 'NN')]","['get', 'str']","['latest', 'ur', 'wk', 'free', 'free']","['sport', 'fan', 'sport', 'news', 'mobil', 'plu', 'tone', 'txt', 'sport', 'norm']"
2572,ham,Hey tmr meet at bugis 930 ?,27,7,1,hey tmr meet bugi 930,"['hey', 'tmr', 'meet', 'bugi', '930']","[('hey', 'NN'), ('tmr', 'VBP'), ('meet', 'NN'), ('bugi', 'NN'), ('930', 'CD')]",['tmr'],[],"['hey', 'meet', 'bugi']"
2573,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",158,33,4,urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim ba128nnfwfly150ppm,"['urgent', 'urgent', '800', 'free', 'flight', 'europ', 'give', 'away', 'call', 'b4', '10th', 'sept', 'take', 'friend', '4', 'free', 'call', 'claim', 'ba128nnfwfly150ppm']","[('urgent', 'JJ'), ('urgent', 'JJ'), ('800', 'CD'), ('free', 'JJ'), ('flight', 'NN'), ('europ', 'NN'), ('give', 'VB'), ('away', 'RP'), ('call', 'VB'), ('b4', 'JJ'), ('10th', 'JJ'), ('sept', 'NNS'), ('take', 'VBP'), ('friend', 'NN'), ('4', 'CD'), ('free', 'JJ'), ('call', 'NN'), ('claim', 'NN'), ('ba128nnfwfly150ppm', 'NN')]","['give', 'call', 'take']","['urgent', 'urgent', 'free', 'b4', '10th', 'free']","['flight', 'europ', 'sept', 'friend', 'call', 'claim', 'ba128nnfwfly150ppm']"
2574,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,95,24,1,nice new shirt thing wear nudist theme mu,"['nice', 'new', 'shirt', 'thing', 'wear', 'nudist', 'theme', 'mu']","[('nice', 'JJ'), ('new', 'JJ'), ('shirt', 'NN'), ('thing', 'NN'), ('wear', 'JJ'), ('nudist', 'JJ'), ('theme', 'NN'), ('mu', 'NN')]",[],"['nice', 'new', 'wear', 'nudist']","['shirt', 'thing', 'theme', 'mu']"
2575,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,95,26,4,hey sexi bun day word morn ym think,"['hey', 'sexi', 'bun', 'day', 'word', 'morn', 'ym', 'think']","[('hey', 'NN'), ('sexi', 'VBD'), ('bun', 'JJ'), ('day', 'NN'), ('word', 'NN'), ('morn', 'VBN'), ('ym', 'CD'), ('think', 'VBP')]","['sexi', 'morn', 'think']",['bun'],"['hey', 'day', 'word']"
2576,ham,And whenever you and i see we can still hook up too.,52,13,1,whenev see still hook,"['whenev', 'see', 'still', 'hook']","[('whenev', 'NN'), ('see', 'NN'), ('still', 'RB'), ('hook', 'VB')]",['hook'],[],"['whenev', 'see']"
2577,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80,19,1,nope go home go pump petrol lor like go 2 rain soon,"['nope', 'go', 'home', 'go', 'pump', 'petrol', 'lor', 'like', 'go', '2', 'rain', 'soon']","[('nope', 'NN'), ('go', 'VB'), ('home', 'NN'), ('go', 'VBP'), ('pump', 'JJ'), ('petrol', 'NN'), ('lor', 'NN'), ('like', 'IN'), ('go', 'VBP'), ('2', 'CD'), ('rain', 'NN'), ('soon', 'RB')]","['go', 'go', 'go']",['pump'],"['nope', 'home', 'petrol', 'lor', 'rain']"
2578,ham,Can you use foreign stamps for whatever you send them off for? ,63,13,1,use foreign stamp whatev send,"['use', 'foreign', 'stamp', 'whatev', 'send']","[('use', 'NN'), ('foreign', 'JJ'), ('stamp', 'NN'), ('whatev', 'NNS'), ('send', 'VBP')]",['send'],['foreign'],"['use', 'stamp', 'whatev']"
2579,spam,FROM 88066 LOST �12 HELP,24,5,1,88066 lost help,"['88066', 'lost', 'help']","[('88066', 'CD'), ('lost', 'VBN'), ('help', 'NN')]",['lost'],[],['help']
2580,ham,Oh baby of the house. How come you dont have any new pictures on facebook,73,16,2,oh babi hous come dont new pictur facebook,"['oh', 'babi', 'hous', 'come', 'dont', 'new', 'pictur', 'facebook']","[('oh', 'UH'), ('babi', 'RB'), ('hous', 'JJ'), ('come', 'VBP'), ('dont', 'JJ'), ('new', 'JJ'), ('pictur', 'NN'), ('facebook', 'NN')]",['come'],"['hous', 'dont', 'new']","['pictur', 'facebook']"
2581,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",169,53,4,feb lt gt love day send di ur valu evn 3 come back u gt marri person u luv u ignor di u lose ur luv 4 evr,"['feb', 'lt', 'gt', 'love', 'day', 'send', 'di', 'ur', 'valu', 'evn', '3', 'come', 'back', 'u', 'gt', 'marri', 'person', 'u', 'luv', 'u', 'ignor', 'di', 'u', 'lose', 'ur', 'luv', '4', 'evr']","[('feb', 'NN'), ('lt', 'NN'), ('gt', 'JJ'), ('love', 'NN'), ('day', 'NN'), ('send', 'VB'), ('di', 'NN'), ('ur', 'JJ'), ('valu', 'NN'), ('evn', 'VBZ'), ('3', 'CD'), ('come', 'NN'), ('back', 'RB'), ('u', 'JJ'), ('gt', 'NN'), ('marri', 'NN'), ('person', 'NN'), ('u', 'JJ'), ('luv', 'NN'), ('u', 'JJ'), ('ignor', 'NN'), ('di', 'NN'), ('u', 'JJ'), ('lose', 'JJ'), ('ur', 'NN'), ('luv', 'NN'), ('4', 'CD'), ('evr', 'NN')]","['send', 'evn']","['gt', 'ur', 'u', 'u', 'u', 'u', 'lose']","['feb', 'lt', 'love', 'day', 'di', 'valu', 'come', 'gt', 'marri', 'person', 'luv', 'ignor', 'di', 'ur', 'luv', 'evr']"
